,token,word,frequency,n_generate
2986,20802,SFGate,1,10
2987,16775,Projectile,1,10
2988,41636,MAT,1,10
2989,31080,Guyball,1,10
2990,8743,Willesden,1,10
2991,33155,Khloé,1,10
2992,16012,Sunstein,1,10
2993,34979,Beatritz,1,10
2994,7206,DEQ,1,10
2995,40226,Ethyle,1,10
2996,5497,Indifferent,1,10
2997,14868,Richwood,1,10
2998,11028,Rightwise,1,10
2999,22069,Badal,1,10
3000,25803,Petah,1,10
3001,28512,Shotwell,1,10
3002,50091,Birnbeck,1,10
3003,39324,Kennings,1,10
3004,24553,Fundays,1,10
3005,31319,Underscoring,1,10
3006,24876,EyeCandy,1,10
3007,25628,Double-,1,10
3008,13847,Headmasters,1,10
3009,40784,Supai,1,10
3010,9126,Topolosky,1,10
3011,32978,Tanker,1,10
3012,4093,CCCF,1,10
3013,8575,NDH,1,10
3014,6173,SCUM,1,10
3015,17947,WWS,1,10
3016,19452,Restricting,1,10
3017,30464,McCullen,1,10
3018,20044,Moroni,1,10
3019,11187,Logitech,1,10
3020,20185,AIPS,1,10
3021,14181,RT,1,10
3022,47669,Flemon,1,10
3023,13603,Devdutt,1,10
3024,28977,271st,1,10
3025,29807,272nd,1,10
3026,25096,186W,1,10
3027,47396,514th,1,10
3028,7410,800,1,10
3029,43489,445,1,10
3030,1795,8047286,1,10
3031,1959,29Cu,1,10
3032,1270,30xx,1,10
3033,2091,33xx,1,10
3034,21281,Hammerlock,1,10
3035,41970,Phillpots,1,10
3036,30630,Kyai,1,10
3037,12441,Charness,1,10
3038,11522,Demarcus,1,10
3039,14253,Boxoffice,1,10
3040,25705,ChicagoNow,1,10
3041,45680,Corpuz,1,10
3042,39152,Tourso,1,10
3043,50110,Faema,1,10
3044,18925,Similarity,1,10
3045,27453,Mirak,1,10
3046,19852,Varlam,1,10
3047,16305,Samioen,1,10
3048,8896,Keynote,1,10
3049,49138,Professionalism,1,10
3050,19399,Foxdenton,1,10
3051,45557,Tanis,1,10
3052,129,Žižek,1,10
3053,43215,Physiotherapist,1,10
3054,12156,Depositum,1,10
3055,31567,Embankment,1,10
3056,21102,Meltyukhov,1,10
3057,34320,Mustard,1,10
3058,42615,Supplementing,1,10
3059,29665,Ratnesh,1,10
3060,48035,Clarabell,1,10
3061,65,bhyve,1,10
3062,40201,Sharada,1,10
3063,66,cwm,1,10
3064,32001,GhostBSD,1,10
3065,24541,Batmaz,1,10
3066,17250,Hirola,1,10
3067,26950,Impa,1,10
3068,19778,Frame,1,10
3069,21947,Contextually,1,10
3070,22203,Functionally,1,10
3071,26656,Licinius,1,10
3072,24309,151Eu,1,10
3073,24,9O,1,10
3074,25429,233U,1,10
3075,31654,505th,1,10
3076,22370,235th,1,10
3077,19442,149,1,10
3078,1828,22260,1,10
3079,8479,Formative,1,10
3080,19504,320,1,10
3081,33660,341st,1,10
3082,44103,413th,1,10
3083,22337,198th,1,10
3084,39380,662nd,1,10
3085,21033,280th,1,10
3086,22416,203,1,10
3087,14656,168th,1,10
3088,2481,21C1,1,10
3089,49649,953rd,1,10
3090,1731,24N,1,10
3091,16102,240th,1,10
3092,49150,736th,1,10
3093,1558,1762,1,10
3094,48478,Bombardment,1,10
3095,13409,Specialty,1,10
3096,10760,effectively,1,10
3097,32466,Queenie,1,10
3098,43250,Clarken,1,10
3099,30639,Elliston,1,10
3100,26531,Daoshi,1,10
3101,31602,Arabesque,1,10
3102,23525,الإله,1,10
3103,28974,Snowboarding,1,10
3104,5812,Ohikkoshi,1,10
3105,16719,Creativity,1,10
3106,35649,Amblycera,1,10
3107,14824,Trivikrama,1,10
3108,17320,Accommodationists,1,10
3109,44241,Songbirds,1,10
3110,27738,Issho,1,10
3111,26869,Rollingstock,1,10
3112,30515,AuthServ,1,10
3113,1238,20H,1,10
3114,21659,Bloodlust,1,10
3115,32635,Browerian,1,10
3116,29168,Governed,1,10
3117,8048,Downstairs,1,10
3118,24694,ABC2,1,10
3119,19184,Watering,1,10
3120,35653,Werewolf,1,10
3121,41502,Inspirations,1,10
3122,10699,Sizeable,1,10
3123,17829,ContactPoint,1,10
3124,32570,Palestina,1,10
3125,28780,Cellist,1,10
3126,3861,RAI,1,10
3127,15205,Multifactorial,1,10
3128,22308,Skywalker,1,10
3129,21312,Rubenstein,1,10
3130,16286,Busou,1,10
3131,31055,Treorchy,1,10
3132,14581,Chinautla,1,10
3133,6214,Seeley,1,10
3134,18546,Confirming,1,10
3135,25095,Knapen,1,10
3136,23615,Standardized,1,10
3137,20468,Experiment,1,10
3138,34220,Polythene,1,10
3139,15419,Nonpathogenic,1,10
3140,33772,Nitrogenase,1,10
3141,34621,Middlemen,1,10
3142,49999,Machida,1,10
3143,10910,Ahrens,1,10
3144,23010,Scientifically,1,10
3145,32668,Mosquito,1,10
3146,19248,Castelloza,1,10
3147,16375,Sectionals,1,10
3148,1837,symbolized,1,10
3149,13940,Sympathomimetic,1,10
3150,40936,Mahdia,1,10
3151,48485,Traditionalists,1,10
3152,69,fayalite,1,10
3153,26130,Schoolchildren,1,10
3154,9362,Offences,1,10
3155,157,Ἔγραψα,1,10
3156,15946,Providentially,1,10
3157,35476,Enhancement,1,10
3158,39428,Fishburne,1,10
3159,26699,Sadra,1,10
3160,34487,Priyamani,1,10
3161,24510,Domna,1,10
3162,29387,Tonypandy,1,10
3163,4663,IRCF,1,10
3164,13379,Coprolalia,1,10
3165,23037,Needle,1,10
3166,6090,Canadia,1,10
3167,30465,LEDs,1,10
3168,11627,Extraterrestrials,1,10
3169,14550,Damnation,1,10
3170,29366,Starsiege,1,10
3171,20535,Lowlanders,1,10
3172,40797,Amyotrophic,1,10
3173,403,unnamed,1,10
3174,31056,Sonni,1,10
3175,11146,FreeNAS,1,10
3176,2503,www.tism.wanker.com,1,10
3177,38454,Sprondel,1,10
3178,13065,Summative,1,10
3179,39596,Heathens,1,10
3180,15749,Juneau,1,10
3181,36124,Higson,1,10
3182,14313,GS,1,10
3183,5211,Dojlidy,1,10
3184,35477,Demonstrative,1,10
3185,29161,Altman,1,10
3186,292,asylum,1,10
3187,18153,SportsBusiness,1,10
3188,41812,Challenges,1,10
3189,47184,Morganstown,1,10
3190,43410,Lindstrom,1,10
3191,40932,Jeans,1,10
3192,41428,Kaloyan,1,10
3193,35994,Jennens,1,10
3194,39188,1800,1,10
3195,36091,Ninjas,1,10
3196,10462,SwiftForth,1,10
3197,10723,Watching,1,10
3198,32863,Negationism,1,10
3199,10258,Colorless,1,10
3200,15450,Roaring,1,10
3201,30128,Dun,1,10
3202,37057,Missionettes,1,10
3203,36369,Hillhouse,1,10
3204,40756,Kristiania,1,10
3205,37474,Alejo,1,10
3206,15160,Austroraptor,1,10
3207,29223,Occluded,1,10
3208,13579,Memminger,1,10
3209,40053,Flagship,1,10
3210,21078,secret,1,10
3211,46063,Karlsruher,1,10
3212,35848,Industrialized,1,10
3213,42144,Voormann,1,10
3214,17309,HardenedBSD,1,10
3215,11584,SIAC,1,10
3216,23675,Chiefly,1,10
3217,36474,Buffet,1,10
3218,36185,Leonnig,1,10
3219,261,oneworld,1,10
3220,32109,flag,1,10
3221,14648,nationalists,1,10
3222,13038,voiceless,1,10
3223,9127,county,1,10
3224,9503,commemorate,1,10
3225,10215,corresponds,1,10
3226,79,pfSense,1,10
3227,3866,pre,1,10
3228,5779,Wellingore,1,10
3229,37021,Edgefield,1,10
3230,16351,Forevermore,1,10
3231,37567,SeaMonkey,1,10
3232,8086,Attica,1,10
3233,16870,Exposed,1,10
3234,42204,Riverwind,1,10
3235,42493,Felipa,1,10
3236,19352,Limnoriidea,1,10
3237,26093,Radiofeeds,1,10
3238,3069,LLF,1,10
3239,732,welding,1,10
3240,17410,Methodism,1,10
3241,27871,Optare,1,10
3242,4061,IPF,1,10
3243,33894,Violinist,1,10
3244,31271,LIke,1,10
3245,13908,Webberbus,1,10
3246,23421,Londoners,1,10
3247,40496,equal,1,10
3248,272,anapest,1,10
3249,36056,Zeise,1,10
3250,24400,Dialects,1,10
3251,33377,Shift,1,10
3252,138,θ0,1,10
3253,40287,Doubleday,1,10
3254,271,isospin,1,10
3255,28664,dt,1,10
3256,7109,drunken,1,10
3257,64,aurea,1,10
3258,74,kicker,1,10
3259,83,turgåing,1,10
3260,81,rRootage,1,10
3261,36716,ExtremeTech,1,10
3262,31281,Misfortune,1,10
3263,48003,Adaptedness,1,10
3264,12804,Biggers,1,10
3265,10248,Goodyear,1,10
3266,27869,Williamsport,1,10
3267,33906,Vaishali,1,10
3268,18254,Masterworks,1,10
3269,49141,Greyfriars,1,10
3270,11869,Packages,1,10
3271,29675,Pakicetus,1,10
3272,36087,Sweetwater,1,10
3273,43478,Shamdin,1,10
3274,1069,exceptionally,1,10
3275,6052,93Np,1,10
3276,1671,brassieres,1,10
3277,87,xiii,1,10
3278,86,wearing,1,10
3279,89,z,1,10
3280,39036,atan2,1,10
3281,46582,παῖς,1,10
3282,20370,333,1,10
3283,1433,1668,1,10
3284,11645,256th,1,10
3285,2996,6519th,1,10
3286,13143,Martorana,1,10
3287,23483,Hopkirk,1,10
3288,48875,Dex,1,10
3289,46971,Grafly,1,10
3290,22856,Advaita,1,10
3291,29508,Essjay,1,10
3292,15979,Suppressed,1,10
3293,24915,Quantula,1,10
3294,76,m0n0wall,1,10
3295,1462,toqo,1,10
3296,31416,Bringer,1,10
3297,43887,Greville,1,10
3298,24857,Milada,1,10
3299,18471,Sandnes,1,10
3300,23127,DMRC,1,10
3301,49370,Mistaking,1,10
3302,23396,Ageing,1,10
3303,11180,Michinoku,1,10
3304,44501,Alienation,1,10
3305,19856,Clearwater,1,10
3306,39499,Yellowhammers,1,10
3307,13807,Epigraphical,1,10
3308,32779,Emerick,1,10
3309,41133,Fußball,1,10
3310,21217,Hyōka,1,10
3311,21604,Positional,1,10
3312,42061,Tamanegi,1,10
3313,25835,LibreOffice,1,10
3314,29744,Deepan,1,10
3315,18380,Softenni,1,10
3316,21352,Hotchkiss,1,10
3317,42337,Wonderful,1,10
3318,31337,Collectivist,1,10
3319,42297,Dougie,1,10
3320,8610,CDs,1,10
3321,39649,Become,1,10
3322,8205,Guillelma,1,10
3323,18839,Cloudstar,1,10
3324,8567,Lookouts,1,10
3325,39507,Piccolomini,1,10
3326,17808,Dragonborn,1,10
3327,18274,Utz,1,10
3328,8053,Liston,1,10
3329,47247,Tuolumne,1,10
3330,20827,Kitmaster,1,10
3331,30575,Navigators,1,10
3332,25267,Behçet,1,10
3333,10855,III.,1,10
3334,3824,IV.,1,10
3335,10426,IXth,1,10
3336,33450,Lewinski,1,10
3337,25877,Courtois,1,10
3338,33111,Numic,1,10
3339,25886,Frontenac,1,10
3340,44242,Knightstone,1,10
3341,8895,MI4,1,10
3342,37702,Analytics,1,10
3343,43725,Marsupials,1,10
3344,24864,Rotifers,1,10
3345,41733,Kuvempu,1,10
3346,7556,Smokey,1,10
3347,37280,Umran,1,10
3348,45488,Chartwise,1,10
3349,21944,Victimae,1,10
3350,30611,Streptococcal,1,10
3351,48767,Selvo,1,10
3352,22667,Coll,1,10
3353,23398,Sexey,1,10
3354,8419,Earhart,1,10
3355,17688,Yeary,1,10
3356,26628,Currier,1,10
3357,7390,Idun,1,10
3358,26568,Splinters,1,10
3359,25586,Shipbuilders,1,10
3360,13152,MediaNews,1,10
3361,25918,Psyco,1,10
3362,28478,Mindscape,1,10
3363,19302,Interests,1,10
3364,43339,Mitglied,1,10
3365,22073,Thinkers,1,10
3366,38176,Unionists,1,10
3367,43984,Bangor,1,10
3368,38729,Piroposhteh,1,10
3369,44490,Salesgirl,1,10
3370,39213,Wrath,1,10
3371,33308,Jobyna,1,10
3372,25117,Hunanyan,1,10
3373,27100,Killin,1,10
3374,36790,Metalholic,1,10
3375,47920,Ulceration,1,10
3376,15610,Capitoline,1,10
3377,32423,Diepenbrock,1,10
3378,27354,Datis,1,10
3379,6242,ABT,1,10
3380,10970,THEY,1,10
3381,38019,CHARITY,1,10
3382,46445,Neighbouring,1,10
3383,28348,Pinzón,1,10
3384,5662,PCs,1,10
3385,37949,Sociedade,1,10
3386,47079,Tarun,1,10
3387,18938,301st,1,10
3388,22709,302d,1,10
3389,20548,306,1,10
3390,22996,307th,1,10
3391,21495,308th,1,10
3392,26895,309,1,10
3393,27970,312F,1,10
3394,25838,313th,1,10
3395,33638,314th,1,10
3396,34125,317,1,10
3397,36042,318,1,10
3398,35175,319th,1,10
3399,33916,324,1,10
3400,41126,Ghazan,1,10
3401,41787,Gayal,1,10
3402,8202,BOOM,1,10
3403,17959,Britpop,1,10
3404,39581,Catharina,1,10
3405,45975,Removed,1,10
3406,40257,Uniquely,1,10
3407,49328,Stewarton,1,10
3408,36287,Eyal,1,10
3409,1821,40Ar,1,10
3410,39218,DVDs,1,10
3411,43094,Symons,1,10
3412,565,closable,1,10
3413,4685,lorazepam,1,10
3414,17072,adinazolam,1,10
3415,11964,Systematizing,1,10
3416,22266,Squirrels,1,10
3417,4177,CTP,1,10
3418,11297,CurrentFilm.com,1,10
3419,35422,Ordnungspolizei,1,10
3420,5222,CEAT,1,10
3421,39687,Ringdal,1,10
3422,26410,Outputting,1,10
3423,32194,Sahas,1,10
3424,18760,Bronko,1,10
3425,37870,Vehicular,1,10
3426,38143,Complicated,1,10
3427,32027,Royalties,1,10
3428,32942,Dogfight,1,10
3429,43468,Pedjuang,1,10
3430,21428,Farran,1,10
3431,23114,DisplayPort,1,10
3432,38443,Mohiuddin,1,10
3433,45681,Wanless,1,10
3434,11588,Putnik,1,10
3435,28541,Heartbreakers,1,10
3436,2339,like,1,10
3437,8035,NSW,1,10
3438,2075,26Fe,1,10
3439,1314,1597,1,10
3440,41541,Miwa,1,10
3441,16301,Ulticom,1,10
3442,36315,Soulé,1,10
3443,30417,Rogaland,1,10
3444,44631,Railfan,1,10
3445,39549,Bullseye,1,10
3446,12367,StationMasters,1,10
3447,4535,NAB,1,10
3448,42940,Pullan,1,10
3449,29919,Hanjuku,1,10
3450,43529,Casson,1,10
3451,282,al-,1,10
3452,38202,Huaca,1,10
3453,11505,OpenServer,1,10
3454,24704,Selfish,1,10
3455,38839,Expressions,1,10
3456,18453,Request,1,10
3457,5944,Obiit,1,10
3458,44175,CNVC,1,10
3459,47127,Rumored,1,10
3460,27936,315th,1,10
3461,47445,Rolex,1,10
3462,38518,Hideous,1,10
3463,44142,Oilseed,1,10
3464,14573,Bluebell,1,10
3465,48601,Lot,1,10
3466,20564,Drives,1,10
3467,34556,ComputerAndVideoGames.com,1,10
3468,23579,Docile,1,10
3469,8579,AFANSEV,1,10
3470,33244,Succession,1,10
3471,36113,Bushbuck,1,10
3472,24064,Battlements,1,10
3473,27201,Poolside,1,10
3474,45330,Portlandia,1,10
3475,35620,Meatmen,1,10
3476,41508,Warszawa,1,10
3477,31686,Pickard,1,10
3478,33751,Astell,1,10
3479,40147,Cowper,1,10
3480,12349,Octaphenylrhodocene,1,10
3481,22164,Choquet,1,10
3482,26953,Floridians,1,10
3483,36134,Jerrel,1,10
3484,27017,Taxodonta,1,10
3485,38663,Yangzhou,1,10
3486,37534,Prepare,1,10
3487,2640,OSCA,1,10
3488,35048,Thermoplastics,1,10
3489,33666,Ilm,1,10
3490,12114,hysteresis,1,10
3491,3620,EMD,1,10
3492,9237,Eventual,1,10
3493,43243,MX3000,1,10
3494,21111,Campgrounds,1,10
3495,49384,Crunchyroll,1,10
3496,18831,SKULLS,1,10
3497,46607,OceanSunfish.org,1,10
3498,14989,Figurative,1,10
3499,897,ax2,1,10
3500,82,sndio,1,10
3501,12417,maintenance,1,10
3502,17470,small,1,10
3503,3506,rightly,1,10
3504,17899,horizon,1,10
3505,39605,outer,1,10
3506,10989,di,1,10
3507,18627,sighting,1,10
3508,67,dealing,1,10
3509,19692,cross,1,10
3510,35782,south,1,10
3511,43588,north,1,10
3512,32708,Darwinism,1,10
3513,22480,Fanaticism,1,10
3514,32886,HB,1,10
3515,8248,Starhome,1,10
3516,14106,SpaceGhostPurrp,1,10
3517,16066,Hubika,1,10
3518,36734,Cosmo,1,10
3519,11280,Linked,1,10
3520,35510,NORA,1,10
3521,26502,won,1,10
3522,34806,rebounds,1,10
3523,46262,Pearlman,1,10
3524,38263,Legalized,1,10
3525,19511,Digestive,1,10
3526,24888,Amazonian,1,10
3527,2969,APAHM,1,10
3528,6310,Installed,1,10
3529,41452,IdeozloCin,1,10
3530,13056,Betula,1,10
3531,15262,Bayonet,1,10
3532,15457,Accessible,1,10
3533,10842,Wheal,1,10
3534,17394,ασ,1,10
3535,4503,OCaml,1,10
3536,37122,Gallimimus,1,10
3537,46765,Thorvald,1,10
3538,37693,Internalizing,1,10
3539,19209,Captained,1,10
3540,1503,ARCM,1,10
3541,3553,57A,1,10
3542,1847,ALA,1,10
3543,28795,Antić,1,10
3544,260,re,1,10
3545,24453,Charleston,1,10
3546,21191,Nobumasa,1,10
3547,3855,Getzien,1,10
3548,31449,Staffordshire,1,10
3549,37741,Drafting,1,10
3550,2246,ACLAME,1,10
3551,24861,∞,1,10
3552,270,itself,1,10
3553,44433,Scarce,1,10
3554,14175,ARKive,1,10
3555,37582,Thomaz,1,10
3556,15681,Que,1,10
3557,11380,OKW,1,10
3558,40313,Parisian,1,10
3559,31306,Haystack,1,10
3560,32916,Ignition,1,10
3561,31305,Halfpenny,1,10
3562,46747,RWagner.net,1,10
3563,45639,Teenagers,1,10
3564,49021,Wardle,1,10
3565,30952,Enlarge,1,10
3566,2857,47th,1,10
3567,19042,Tokumei,1,10
3568,33863,NHPs,1,10
3569,23264,FMNH,1,10
3570,50241,Terryl,1,10
3571,13909,HELLO,1,10
3572,15854,Visashana,1,10
3573,22975,Magicam,1,10
3574,10744,MBE,1,10
3575,4579,GBE,1,10
3576,9693,SHERIDAN,1,10
3577,37321,Connétable,1,10
3578,26396,Noticeable,1,10
3579,139,υ,1,10
3580,75,lizard,1,10
3581,43000,κείμεθα,1,10
3582,47359,Barnstokkr,1,10
3583,5824,94th,1,10
3584,5892,92nd,1,10
3585,2670,39th,1,10
3586,39234,MiniDisc,1,10
3587,14140,Player1,1,10
3588,18690,Okabe,1,10
3589,30016,Rooteatauira,1,10
3590,2043,ITI,1,10
3591,2200,REPEAT,1,10
3592,35393,Normah,1,10
3593,38586,Taio,1,10
3594,23820,Irbis,1,10
3595,22540,president,1,10
3596,19522,member,1,10
3597,13900,Seminar,1,10
3598,80,qnαn,1,10
3599,24723,NRJ,1,10
3600,22685,Roundshaw,1,10
3601,21351,Legendy,1,10
3602,23850,Matchbox,1,10
3603,31211,520,1,10
3604,25624,Bugfix,1,10
3605,12235,Blockade,1,10
3606,41910,Spirituals,1,10
3607,20630,Botnick,1,10
3608,34695,Presenter,1,10
3609,38951,Collegeinsider.com,1,10
3610,13199,tail,1,10
3611,29271,Dimarinae,1,10
3612,41374,DECLARE,1,10
3613,1676,probation,1,10
3614,14053,USAHS,1,10
3615,43894,Ehren,1,10
3616,26055,Henpecked,1,10
3617,24597,Balanced,1,10
3618,28410,HUD,1,10
3619,3483,BIAL,1,10
3620,19416,WSX,1,10
3621,10116,AVCO,1,10
3622,6998,RSI,1,10
3623,47514,Bahamian,1,10
3624,31694,Counterfeits,1,10
3625,12322,Takeoff,1,10
3626,28100,Argali,1,10
3627,5837,FPGAs,1,10
3628,26114,Pad,1,10
3629,39112,Medici,1,10
3630,8874,OV,1,10
3631,34346,Stonebridge,1,10
3632,14439,OnlineWeather.com,1,10
3633,37682,HEADQUARTERS,1,10
3634,21793,WASHINGTON,1,10
3635,27520,Ranko,1,10
3636,11401,PEARL,1,10
3637,24629,Funen,1,10
3638,22933,Pacificon,1,10
3639,42012,Ayam,1,10
3640,19214,230th,1,10
3641,31554,Axum,1,10
3642,30411,Heroines,1,10
3643,10227,HDNet,1,10
3644,5477,Americas,1,10
3645,39251,757,1,10
3646,40965,having,1,10
3647,24835,Tagaya,1,10
3648,70,gå,1,10
3649,30909,lagopus,1,10
3650,21834,many,1,10
3651,7053,gorrh,1,10
3652,470,'they,1,10
3653,11110,bu,1,10
3654,430,ra,1,10
3655,24767,yu,1,10
3656,11632,mi-,1,10
3657,30300,mu-,1,10
3658,43812,wuji,1,10
3659,26316,money,1,10
3660,2543,lamarra,1,10
3661,9703,dog,1,10
3662,16783,wal,1,10
3663,23454,bey,1,10
3664,88,y2m,1,10
3665,19608,datj,1,10
3666,22744,gayh,1,10
3667,5796,smokescreen,1,10
3668,39461,Brotherhood,1,10
3669,3185,OPUR,1,10
3670,48289,Adventurer,1,10
3671,34708,FML,1,10
3672,33055,Hawthorne,1,10
3673,41312,Baltra,1,10
3674,45390,Kickapoo,1,10
3675,41506,Externalism,1,10
3676,34741,383rd,1,10
3677,8645,Generalfeldmarshall,1,10
3678,47206,Pandita,1,10
3679,12166,QuestWorld,1,10
3680,40728,Yuushibu,1,10
3681,26705,Naigubu,1,10
3682,19971,threats,1,10
3683,6138,questioned,1,10
3684,39176,Pollinated,1,10
3685,7449,Itemirus,1,10
3686,30120,407,1,10
3687,27144,captains,1,10
3688,8051,XXIX,1,10
3689,42731,Graduations,1,10
3690,44875,Jenney,1,10
3691,6489,PLACE,1,10
3692,40569,MAR,1,10
3693,24187,CMH,1,10
3694,6561,LSG,1,10
3695,50218,Rocketeer,1,10
3696,49548,Purely,1,10
3697,47123,METRO,1,10
3698,4993,hand,1,10
3699,12124,Streamside,1,10
3700,33365,MODUL,1,10
3701,25844,Weighted,1,10
3702,44402,Inserts,1,10
3703,40783,Sweety,1,10
3704,2188,go.home,1,10
3705,31141,Visitante,1,10
3706,20916,Weekend,1,10
3707,6217,EWH,1,10
3708,7700,page,1,10
3709,33349,Tabram,1,10
3710,1961,EDWARD,1,10
3711,2538,LEO,1,10
3712,42576,Sportscasters,1,10
3713,15821,SO3,1,10
3714,600,intolerable,1,10
3715,24546,Parentage,1,10
3716,39232,Replacing,1,10
3717,36570,Fanshawe,1,10
3718,7266,submitting,1,10
3719,13237,quality,1,10
3720,31012,justice,1,10
3721,11498,temporary,1,10
3722,14876,Pub,1,10
3723,29516,VO2,1,10
3724,29710,Implicated,1,10
3725,1102,concerned,1,10
3726,25804,Mailara,1,10
3727,10669,Codebreaker,1,10
3728,48735,Koestini,1,10
3729,12261,BMNH,1,10
3730,2257,STFU,1,10
3731,19578,Icon,1,10
3732,38101,Yoichiro,1,10
3733,5760,PDBsum,1,10
3734,33351,Scanline,1,10
3735,47811,suggested,1,10
3736,15667,Productivity,1,10
3737,2394,OTU,1,10
3738,3064,10001,1,10
3739,41862,Administered,1,10
3740,10365,opponents,1,10
3741,38171,easy,1,10
3742,20427,balance,1,10
3743,16814,efficient,1,10
3744,18444,144th,1,10
3745,22413,177,1,10
3746,44507,Mariella,1,10
3747,32755,NMFS,1,10
3748,49479,Lenssen,1,10
3749,21369,Soundz,1,10
3750,23041,Esztergom,1,10
3751,21774,Movements,1,10
3752,28480,SET,1,10
3753,23248,Shellback,1,10
3754,37835,Declines,1,10
3755,33186,Jaquio,1,10
3756,23307,Tooley,1,10
3757,7934,NetApp,1,10
3758,29934,Synapse,1,10
3759,18227,DOE,1,10
3760,2624,32xx,1,10
3761,22474,werewulf,1,10
3762,28782,Sherwin,1,10
3763,43476,Cartography,1,10
3764,49302,SAM,1,10
3765,8264,GEAR,1,10
3766,46351,925,1,10
3767,45141,MetroAccess,1,10
3768,26545,Positioning,1,10
3769,30386,FG,1,10
3770,646,du,1,10
3771,48232,YPAS,1,10
3772,28875,Paizo,1,10
3773,31709,Teleost,1,10
3774,4119,vere,1,10
3775,45565,Chickenpox,1,10
3776,1404,ATX,1,10
3777,43857,Suggested,1,10
3778,35504,DNK,1,10
3779,41572,Candie,1,10
3780,26538,Neillands,1,10
3781,42694,Santaolalla,1,10
3782,47389,Rexar,1,10
3783,2934,dehydration,1,10
3784,11190,GG1,1,10
3785,40041,Lair,1,10
3786,14254,Twitterbots,1,10
3787,41494,stress,1,10
3788,26585,performance,1,10
3789,14822,efforts,1,10
3790,10761,GRAND,1,10
3791,22840,Earthly,1,10
3792,47541,Repeats,1,10
3793,15285,NOI,1,10
3794,23155,Awakened,1,10
3795,37878,utan,1,10
3796,44534,UFCW,1,10
3797,48559,Hongwu,1,10
3798,22136,206Pb,1,10
3799,37943,Drugie,1,10
3800,6558,Secada,1,10
3801,23839,Abstracted,1,10
3802,4023,httpd,1,10
3803,30003,Rewley,1,10
3804,31288,LMAs,1,10
3805,37247,Kayō,1,10
3806,33234,Identifiable,1,10
3807,36698,Prefontaine,1,10
3808,38855,Accepted,1,10
3809,40164,Regularly,1,10
3810,36476,Bootlegger,1,10
3811,1158,vespers,1,10
3812,9865,IBSA,1,10
3813,23947,psychotic,1,10
3814,36617,organic,1,10
3815,36046,Jumpers,1,10
3816,439,alloys,1,10
3817,28650,Bankisus,1,10
3818,40483,Hatirjheel,1,10
3819,12583,live,1,10
3820,6191,Photolytic,1,10
3821,31053,Counselling,1,10
3822,41592,Uploaded,1,10
3823,32577,Progressives,1,10
3824,8763,GLBT,1,10
3825,6030,Typeface,1,10
3826,12727,Pointe,1,10
3827,45534,Brooktondale,1,10
3828,29507,Lvov,1,10
3829,37177,Attempted,1,10
3830,24461,MineCon,1,10
3831,33484,Waikikamukau,1,10
3832,956,hesitate,1,10
3833,15418,kníghts,1,10
3834,44798,Terminology,1,10
3835,47418,Winged,1,10
3836,41444,Mythographers,1,10
3837,10434,Startel,1,10
3838,42780,426W,1,10
3839,11785,429th,1,10
3840,50080,431,1,10
3841,40064,435,1,10
3842,43690,436,1,10
3843,47106,439,1,10
3844,39506,442,1,10
3845,30505,455,1,10
3846,29228,456,1,10
3847,33459,459,1,10
3848,16844,Requiemsatz,1,10
3849,10943,CONSTANT,1,10
3850,2946,holdings,1,10
3851,20274,resulted,1,10
3852,32665,Tweets,1,10
3853,47976,Taipei,1,10
3854,26807,Holdingham,1,10
3855,27300,Defensemen,1,10
3856,49515,Practiced,1,10
3857,7391,Scripts,1,10
3858,48412,Farmwork,1,10
3859,31195,essentialism,1,10
3860,38062,Automated,1,10
3861,43490,VG247,1,10
3862,24943,193rd,1,10
3863,22913,194th,1,10
3864,44578,464th,1,10
3865,42199,466th,1,10
3866,37397,680th,1,10
3867,48564,681st,1,10
3868,20219,139th,1,10
3869,42224,411,1,10
3870,22730,550th,1,10
3871,44445,Manufacturer,1,10
3872,7033,employing,1,10
3873,36866,producing,1,10
3874,4310,53Cr,1,10
3875,3270,59Co,1,10
3876,26257,Hashtag,1,10
3877,43826,Snapshot,1,10
3878,49098,Ravenel,1,10
3879,9697,DCIEM,1,10
3880,2149,ICMM,1,10
3881,9655,MC12s,1,10
3882,5188,SEARCH,1,10
3883,3539,IAAF,1,10
3884,47100,Mobilization,1,10
3885,38676,Bluish,1,10
3886,4531,892,1,10
3887,5064,IFRS,1,10
3888,22047,223rd,1,10
3889,24991,197Au,1,10
3890,35313,Russo,1,10
3891,29054,Factum,1,10
3892,43332,heteroromantic,1,10
3893,26452,homoromantic,1,10
3894,6839,panromantic,1,10
3895,1416,scoticus,1,10
3896,1214,rossicus,1,10
3897,2611,maior,1,10
3898,4679,brevirostris,1,10
3899,7204,kozlowae,1,10
3900,482,okadai,1,10
3901,28582,muriei,1,10
3902,1000,alexandrae,1,10
3903,293,leucopterus,1,10
3904,2150,ungavus,1,10
3905,23539,229th,1,10
3906,49354,Dispatching,1,10
3907,2777,spamd,1,10
3908,8577,UPW,1,10
3909,37701,LGBTQ,1,10
3910,34892,ZA374,1,10
3911,19707,159249,1,10
3912,21273,158387,1,10
3913,8117,thereby,1,10
3914,7217,fasting,1,10
3915,9782,ECT,1,10
3916,19535,RESHIRE,1,10
3917,21800,BSD,1,10
3918,39505,Hungo,1,10
3919,1616,letlive,1,10
3920,21653,bind,1,10
